airport_id,date_visited,callsign,notes
CDW,5/4/2024,N222R,"USCG Aux.  Hudson to VZ, Newark transition, to Caldwell. XWind landing."
4N1,5/3/2024,N283WT,Stalls and landings with Sheldon.
VKX,5/3/2024,N283WT,FRZ IFR Potomac to home from the Spring 2024 SLC
4N1,4/29/2024,N283WT,IFR FRZ flight plan to Potomac. USCGR.
VKX,4/29/2024,N283WT,IFR FRZ flight plan to Potomac. USCGR.
CDW,4/27/2024,N283WT,AUXAIR home from Caldwell.
4N1,4/27/2024,N283WT,AUXAIR home from Caldwell.
47N,4/26/2024,N283WT,VFR Central Jersey to home.  2500 feet.
4N1,4/26/2024,N283WT,VFR Central Jersey to home.  2500 feet.
VKX,4/26/2024,N283WT,Potomac to 47N for fuel
4N1,4/25/2024,N283WT,"IFR, actual, ice, 8000, to Potomac Airfield.  RAND exercise for USCGR."
VKX,4/25/2024,N283WT,"IFR, actual, ice, 8000, to Potomac Airfield.  RAND exercise for USCGR."
47N,4/22/2024,N375MT,Home from Central Jersey.
4N1,4/22/2024,N375MT,Home from Central Jersey.
CDW,4/22/2024,N375MT,To Central Jersey for Fuel.
CDW,4/17/2024,N375MT,Pick up from Annual at CDW
4N1,4/17/2024,N375MT,Pick up from Annual at CDW
ALB,4/17/2024,N4662G,CG AuxAir home from Hudson River Patrol
SMQ,4/16/2024,N283WT,VFR solo.  Home from SMQ for Checkride
4N1,4/16/2024,N283WT,VFR solo.  Home from SMQ for Checkride
PVG,4/12/2024,N283WT,IFP XC SOLO ACTUAL From Hampton Roads Exec to home.  USCGR LANTAREA Passdown.
4N1,4/12/2024,N283WT,IFP XC SOLO ACTUAL From Hampton Roads Exec to home.  USCGR LANTAREA Passdown.
4N1,4/10/2024,N283WT,IFP to KPVG - Hampton Roads Executive for CGR Drill.  XC solo actual
PVG,4/10/2024,N283WT,IFP to KPVG - Hampton Roads Executive for CGR Drill.  XC solo actual
MMU,4/9/2024,N283WT,
4N1,4/9/2024,N283WT,
1B1,4/8/2024,N283WT,1B1 fuel stop then home.
4N1,4/8/2024,N283WT,1B1 fuel stop then home.
BTV,4/8/2024,N283WT,Burlington to Columbia County airport for fuel.
PBG,4/8/2024,N283WT,Reposition for the eclipse to Burlington.
BTV,4/7/2024,N222R,AuxAir return flight to CDW
CDW,4/7/2024,N222R,AuxAir return flight to CDW
4N1,4/6/2024,N476SP,Interview CFI PPL flight for Eric
DFW,4/2/2024,ATP-CTP - D,"ATP-CTP FSTD 4 - Runway Safety & Adverse Weather cont., High Altitude Operations, Stall & Upset Prevention & Recovery Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Haug, Aaron  FSTD 5 - High Altitude Operations, Stall & Upset Prevention & Recovery cont. Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Haug, Aaron"
MEM,4/2/2024,ATP-CTP - D,"ATP-CTP FSTD 4 - Runway Safety & Adverse Weather cont., High Altitude Operations, Stall & Upset Prevention & Recovery Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Haug, Aaron  FSTD 5 - High Altitude Operations, Stall & Upset Prevention & Recovery cont. Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Haug, Aaron"
MEM,4/1/2024,ATP-CTP - D,"ATP-CTP FSTD 3 - Runway Safety and Adverse Weather Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Cole Hendrick"
DFW,4/1/2024,ATP-CTP - D,"ATP-CTP FSTD 3 - Runway Safety and Adverse Weather Simulator designation and address: AFG2 A320 FFS #17 Sim Partner: Mcenaney, Ty - Instructor: Cole Hendrick"
4N1,3/25/2024,N283WT,Dutch rolls and landings with Sheldon
WWD,3/16/2024,N283WT,VFR XC fm WWD to home with Isa.
4N1,3/16/2024,N283WT,VFR XC fm WWD to home with Isa.
HPN,3/13/2024,N283WT,VFR night solo fm HPN to home
4N1,3/13/2024,N283WT,VFR night solo fm HPN to home
4N1,3/3/2024,N283WT,VFR tower and night work with Sheldon
DXR,3/3/2024,N283WT,Second leg home from D1 CGR conference
OWD,3/3/2024,N283WT,KOWD to DXR for Fuel.
4N1,3/1/2024,N283WT,VFR XC solo to Norwood for CGR.
OWD,3/1/2024,N283WT,VFR XC solo to Norwood for CGR.
DXR,2/25/2024,N283WT,Sheldon instrument lesson
4N1,2/25/2024,N283WT,Sheldon instrument lesson
HYA,2/25/2024,N283WT,VFR home from Hyannis
4N1,2/24/2024,N283WT,VFR to IFR to KHYA for CGR
HYA,2/24/2024,N283WT,VFR to IFR to KHYA for CGR
47N,2/22/2024,N283WT,VFR fm 47N solo
4N1,2/22/2024,N283WT,VFR fm 47N solo
1B1,2/19/2024,N316AS,Home from Stage 2 check - Joe Fiorella
4N1,2/19/2024,N316AS,Home from Stage 2 check - Joe Fiorella
N12,2/11/2024,N283WT,VFR night home from Lakewood
4N1,2/11/2024,N283WT,VFR night home from Lakewood
CDW,2/10/2024,N283WT,Home from Caldwell
4N1,2/10/2024,N283WT,Home from Caldwell
4N1,2/9/2024,N283WT,Sheldon Instruction to CDW
WWD,2/9/2024,N283WT,VFR XC solo from Cape May to home
VKX,2/9/2024,N283WT,IFR FRZ Potomac to Cap May solo XC
4N1,2/6/2024,N283WT,IFR FRZ flight plan to Potomac Airfield.  XC solo.
VKX,2/6/2024,N283WT,IFR FRZ flight plan to Potomac Airfield.  XC solo.
CDW,2/4/2024,N283WT,CDW to SAX to CDW to 4N1 with Sheldon.
4N1,2/4/2024,N283WT,CDW to SAX to CDW to 4N1 with Sheldon.
IAG,2/4/2024,N283WT,IFR departure with Tim Wagner.
IAG,2/2/2024,N283WT,"IFR, XC, solo.  Brutal snow, de-ice. RNAV06 at 4N1 w/hold and wekas."
4N1,2/2/2024,N283WT,"IFR, XC, solo.  Brutal snow, de-ice. RNAV06 at 4N1 w/hold and wekas."
4N1,2/1/2024,N657SP,Stage 1 Check for Magdy Wahba.  Satisfactory.
4N1,1/31/2024,N375MT,"Ferry N375MT, S22T, to Paragon for annual."
CDW,1/31/2024,N375MT,"Ferry N375MT, S22T, to Paragon for annual."
LDJ,1/30/2024,N2170V,Ferry PA-32 from Linden to 4N1.
4N1,1/30/2024,N2170V,Ferry PA-32 from Linden to 4N1.
MSV,1/15/2024,N283WT,Fuel and pattern entry work with Sheldon
4N1,1/15/2024,N283WT,Fuel and pattern entry work with Sheldon
CDW,1/15/2024,N283WT,VFR tower and XWind pattern work with Sheldon
CDW,1/5/2024,N283WT,VFR solo return 3WT to 4N1 after oil change and landing light replacement
4N1,1/5/2024,N283WT,VFR solo return 3WT to 4N1 after oil change and landing light replacement
MGJ,1/5/2024,N283WT,Landings training.  Bust the SR22 rust.  W/Sheldon
4N1,1/2/2024,N476SP,Private Pilot 141 CFI checkout for Ryan Herman.
MGJ,1/2/2024,N476SP,Private Pilot 141 CFI checkout for Ryan Herman.
4N1,1/1/2024,N283WT,VFR to Paragon for landing light repair and oil change.
CDW,1/1/2024,N283WT,VFR to Paragon for landing light repair and oil change.
ACY,1/1/2024,N283WT,VFR Fm ACY to 4N1 w/Isa.  Isa flying
4N1,12/31/2023,N316AS,Renter checkout complete for James Straut.
CDW,12/31/2023,N283WT,To ACY w/Isa with training.  Gatspy party... NNY!
ACY,12/31/2023,N283WT,To ACY w/Isa with training.  Gatspy party... NNY!
DXR,12/31/2023,N657SP,Checkride prep with Alex.  Danbury pattern work.
POU,12/21/2023,N222R,"CG Aux Air.  KPOU, skyline route, EWR, KCDW"
CDW,12/21/2023,N222R,"CG Aux Air.  KPOU, skyline route, EWR, KCDW"
4N1,12/16/2023,N283WT,Night and delta training.  Sheldon
SWF,12/16/2023,N283WT,Night and delta training.  Sheldon
47N,12/15/2023,N4775F,Night currency with Kevin Morrison
CDW,12/15/2023,N4775F,Night currency with Kevin Morrison
12N,12/15/2023,N4775F,Night currency with Kevin Morrison
4N1,12/2/2023,N476SP,"Short, soft, power off 180"
4N1,11/29/2023,N657SP,Part 141 checkout for PPL with Ken Caroll
HPN,11/27/2023,N4775F,VFR Night currency for Andrew Tokar.
CDW,11/27/2023,N4775F,VFR Night currency for Andrew Tokar.
OXC,11/26/2023,N4775F,VFR Oxford to White Plains.  Left the plane there.
HPN,11/26/2023,N4775F,VFR Oxford to White Plains.  Left the plane there.
OWD,11/26/2023,N4775F,IFR to Oxford w/Andrew.  RNAV18
GON,11/26/2023,N4775F,IFR to Norwood w/Andrew Tokar.
CDW,11/26/2023,N4775F,IFP to KGON w/Andrew Tokar. ILS05
4N1,11/25/2023,N9563A,Flight PPL Prep and Endorsement for Alex Cameron Spitzer.  IACRA: BC1520367. SPL: 4532661
47N,11/23/2023,N283WT,VFR night home from fuel at Central Jersey from Thanksgiving diner.
4N1,11/23/2023,N283WT,VFR night home from fuel at Central Jersey from Thanksgiving diner.
N12,11/23/2023,N283WT,VFR night to fuel at central Jersey
GON,11/19/2023,N283WT,VFR Night XC & NYC Skyline Route w/Isa and Sarah
4N1,11/19/2023,N283WT,VFR Night XC & NYC Skyline Route w/Isa and Sarah
MGJ,11/19/2023,N283WT,For pattern work with Sheldon.  RWY26.
PVD,11/18/2023,N283WT,VFR XC night solo.  CGR to home.
4N1,11/18/2023,N283WT,VFR XC night solo.  CGR to home.
4N1,11/17/2023,N283WT,VFR XC solo to KPVD for CGR drill.
PVD,11/17/2023,N283WT,VFR XC solo to KPVD for CGR drill.
GED,11/12/2023,N283WT,VFR XC solo night. Delaware Reg to home.
4N1,11/12/2023,N283WT,VFR XC solo night. Delaware Reg to home.
ORF,11/12/2023,N283WT,VFR XC solo fro Norfolk to Delaware Regional for fuel
4N1,11/6/2023,N490SP,Final stage for Charles Smigen
WWD,11/5/2023,N283WT,VFR XC night out of TFR to 4N1.
4N1,11/5/2023,N283WT,VFR XC night out of TFR to 4N1.
4N1,11/4/2023,N657SP,Pattern work with Alex Spitzer.
MGJ,11/4/2023,N657SP,Pattern work with Alex Spitzer.
WWD,10/28/2023,N4775F,XC VFR with Andrew Tolkar and 1 lap at CDW.
CDW,10/28/2023,N4775F,XC VFR with Andrew Tolkar and 1 lap at CDW.
4N1,10/28/2023,N476SP,Pattern with Alex Spitzer returns
MGJ,10/28/2023,N476SP,Pattern with Alex Spitzer returns
4N1,10/27/2023,N490SP,Stage 3 check for Chaz- Pass
4N1,10/26/2023,N490SP,Instrument lesson for Mark Liedecker.
ACY,10/25/2023,N283WT,VFR from ACY to 4N1
4N1,10/25/2023,N283WT,VFR from ACY to 4N1
4N1,10/23/2023,N283WT,VFR to ACY with Bravo Clearance.  School Boards Workshop
ACY,10/23/2023,N283WT,VFR to ACY with Bravo Clearance.  School Boards Workshop
N12,10/22/2023,N283WT,VFR with Bravo clearance home.  Massive crosswind
4N1,10/22/2023,N283WT,VFR with Bravo clearance home.  Massive crosswind
WWD,10/22/2023,N283WT,"VFR to Lakewood.  Lunch with Mom, Dad, Aunt Joan"
4N1,10/20/2023,N283WT,IFR to KWWD. RNAV19
WWD,10/20/2023,N283WT,IFR to KWWD. RNAV19
4N1,10/19/2023,N283WT,VFR takeoffs and landings for Sheldon.
MGJ,10/19/2023,N283WT,VFR training for Andres.  ILS04 and RNAV24.
ISP,10/15/2023,N283WT,VFR XC night solo.  ISP to 4n1.
4N1,10/15/2023,N283WT,VFR XC night solo.  ISP to 4n1.
PVD,10/15/2023,N283WT,CGR.  VFR XC solo
HPN,10/13/2023,N283WT,VFR night solo XC fm White Plains to Providence. CG Drill Weekend
PVD,10/13/2023,N283WT,VFR night solo XC fm White Plains to Providence. CG Drill Weekend
4N1,10/13/2023,N283WT,Drop off Sheldon at White Plains
ALB,10/11/2023,N283WT,VFR XC ALB to home RNAV24 for Sheldon.
4N1,10/11/2023,N283WT,VFR XC ALB to home RNAV24 for Sheldon.
AOO,10/10/2023,N283WT,VFR night XC Altoona to Albany with Sheldon and Alex.
ALB,10/10/2023,N283WT,VFR night XC Altoona to Albany with Sheldon and Alex.
4N1,10/10/2023,N283WT,VFR XC with Sheldon and Alex Guerra to Altoona.
BAF,10/9/2023,N283WT,VFR XC night with Sheldon RNV24 practice.
4N1,10/9/2023,N283WT,VFR XC night with Sheldon RNV24 practice.
N40,9/30/2023,N283WT,VFR. T/Os and LNDGs for Sheldon at N40.  Power off 180.  RNAV06 at 4N1.
4N1,9/30/2023,N283WT,VFR. T/Os and LNDGs for Sheldon at N40.  Power off 180.  RNAV06 at 4N1.
CDW,9/28/2023,N4775F,High performance endorsement for kevin Morrison.
47N,9/21/2023,N4775F,VFR Night PA32 training with Andrew Tolkar
CDW,9/21/2023,N4775F,VFR Night PA32 training with Andrew Tolkar
ROC,9/17/2023,N4775F,IFP from Rochester to Caldwell.  W/ Andrew Tolkar.
CDW,9/17/2023,N4775F,IFP from Rochester to Caldwell.  W/ Andrew Tolkar.
PEO,9/17/2023,N4775F,Penn Yan to Rochester with Andrew Tolkar.
N89,9/16/2023,N4775F,VFR XC Ellensville to Caldwell.
CDW,9/16/2023,N4775F,VFR XC Ellensville to Caldwell.
MGJ,9/16/2023,N4775F,"Slow flight, stalls, steep turns, emergency landing, NAV"
N40,9/14/2023,N375MT,Return from Sky Manor.  Instrument instruction for Matt Kiburz.
4N1,9/14/2023,N375MT,Return from Sky Manor.  Instrument instruction for Matt Kiburz.
TTN,9/14/2023,N283WT,Home from Trenton with Rick Sporito
BAF,9/12/2023,N283WT,Westfield to home.  RNAV24 with Sheldon
4N1,9/12/2023,N283WT,Westfield to home.  RNAV24 with Sheldon
21N,9/12/2023,N283WT,21N to Mattituck restaurant closed. W/Sheldon
CDW,9/6/2023,N283WT,VFR solo reposition to 4n1
4N1,9/6/2023,N283WT,VFR solo reposition to 4n1
CDW,9/4/2023,N283WT,Pennridge & Central Jersey with Sheldon.
CKZ,9/4/2023,N283WT,Pennridge & Central Jersey with Sheldon.
47N,9/4/2023,N283WT,Pennridge & Central Jersey with Sheldon.
22N,9/4/2023,N4775F,PA32 with Kevin Morrison.
GON,9/3/2023,N283WT,Groton to Caldwell with Isa
CDW,9/3/2023,N283WT,Groton to Caldwell with Isa
ACK,9/3/2023,N283WT,Nantucket to Groton.
PWM,9/3/2023,N283WT,Portland to Nantucket
GON,9/1/2023,N283WT,"KGON to Portland with Isa, Brian, and Gina."
PWM,9/1/2023,N283WT,"KGON to Portland with Isa, Brian, and Gina."
CDW,9/1/2023,N283WT,To Groton with Isabel to pick up Brian and Gina.
N12,8/27/2023,N283WT,VFR Night skyline route with TEB transition back to Caldwell
CDW,8/27/2023,N283WT,VFR Night skyline route with TEB transition back to Caldwell
26N,8/27/2023,N283WT,Ocean City to Lakewood with Isa for dinner with parents and AJ
4N1,8/26/2023,N490SP,Final stage prep for Ryan Bauder
47N,8/22/2023,N4775F,Night work with Andrew from Central Jersey to Caldwell.
CDW,8/22/2023,N4775F,Night work with Andrew from Central Jersey to Caldwell.
MSV,8/22/2023,N4775F,"KMSV pattern, then Central Jersey for Pizza, with Andrew."
MSV,8/20/2023,N4775F,Back from MSV with Kevin.
CDW,8/20/2023,N4775F,Back from MSV with Kevin.
FOK,8/18/2023,N283WT,VFR flight home with Sheldon
CDW,8/18/2023,N283WT,VFR flight home with Sheldon
4N1,8/16/2023,N316AS,Stage 1 check Joe Padilla
06N,8/16/2023,N316AS,Stage 1 check Joe Padilla
LNS,8/13/2023,N283WT,VFR LNS to Caldwell.  Home from the weekend with Isa.
CDW,8/13/2023,N283WT,VFR LNS to Caldwell.  Home from the weekend with Isa.
ACY,8/12/2023,N283WT,VFR to Lancaster.  Barnstormers Game
LNS,8/12/2023,N283WT,VFR to Lancaster.  Barnstormers Game
CDW,8/11/2023,N283WT,VFR to ACY - Incubus Concert
ACY,8/11/2023,N283WT,VFR to ACY - Incubus Concert
N79,8/6/2023,N4775F,Final Leg of  N4775F pickup.  Kevin Morrison.
CDW,8/6/2023,N4775F,Final Leg of  N4775F pickup.  Kevin Morrison.
DUJ,8/6/2023,N4775F,"VFR 8th leg Dubois to Northumberland,PA."
BTP,8/6/2023,N4775F,7h leg Pittsburg Regional to Dubois Regional Andrew Tolkar
TSO,8/6/2023,N4775F,VFR Caroll County to Pittsburgh Regional.
LEX,8/6/2023,N4775F,"IFP from Lexington, KY to Cameron, Ohio. Kevin Morrison."
VLA,8/5/2023,N4775F,IFP 4th leg on N4775F pickup.  Kevin Morrison.  ILS22.
LEX,8/5/2023,N4775F,IFP 4th leg on N4775F pickup.  Kevin Morrison.  ILS22.
ALN,8/5/2023,N4775F,"Andrew Tolkar VFR to Vandalia, Illinois."
EZZ,8/5/2023,N4775F,"Cameron, MO to St. Louis Regional.  Andrew Tolkar in 4775F."
LBF,8/5/2023,N4775F,IFR pickup N4775F.  Kevin Morrison.
CDW,8/3/2023,N283WT,SR22 intro for Andres
MSV,8/3/2023,N283WT,SR22 intro for Andres
4N1,8/3/2023,N283WT,To Caldwell
MGJ,8/3/2023,N490SP,Annual 141 check.  ILS04 and RNAV24.
N12,7/31/2023,N283WT,VFR Night XC solo.  Home from Lakewood.
4N1,7/31/2023,N283WT,VFR Night XC solo.  Home from Lakewood.
ISP,7/30/2023,N283WT,ISP direct 4N1
4N1,7/30/2023,N283WT,ISP direct 4N1
MVY,7/30/2023,N283WT,Vineyard to Islip
GON,7/30/2023,N283WT,Groton to Islip with Isabel.
4N1,7/28/2023,N283WT,VFR to Groton with Isabel.
GON,7/28/2023,N283WT,VFR to Groton with Isabel.
4N1,7/24/2023,N283WT,Sheldon training on SR22
MSV,7/24/2023,N283WT,Sheldon training on SR22
PVC,7/23/2023,N283WT,VFR to Provincetown to home.
4N1,7/23/2023,N283WT,VFR to Provincetown to home.
PVD,7/23/2023,N283WT,VFR to to Provincetown with Sheldon and Isabel.
4N1,7/20/2023,N283WT,VFR to Providence with Isa
PVD,7/20/2023,N283WT,VFR to Providence with Isa
MGJ,7/20/2023,N283WT,VFR autopilot check and High Performance endorsement for Andrew
N79,7/19/2023,N283WT,VFR XC solo.  Northumberland to home.
4N1,7/19/2023,N283WT,VFR XC solo.  Northumberland to home.
5A1,7/19/2023,N283WT,"IFR XC Solo,  Norwalk-Huron, OH to Northumberland, PA"
SMD,7/19/2023,N283WT,"VFR XC Solo Smith Field, IN to Norwalk-Huron, OH"
ASW,7/19/2023,N283WT,"IFR embark lesson 2.  Joel Pierce, 2725472CFII"
SMD,7/18/2023,N283WT,Cirrus Embark VFR Lesson 5 & 6.  VFR transition complete.
C62,7/18/2023,N283WT,Cirrus Embark VFR Lesson 5 & 6.  VFR transition complete.
ASW,7/18/2023,N283WT,"Embark 3&4.  Short field, air work, electrical failures."
GWB,7/17/2023,N283WT,Embark flight 1. Maneuvers and Reposition to GWB.
SMD,7/17/2023,N283WT,Embark flight 1. Maneuvers and Reposition to GWB.
CDW,7/12/2023,N6371J,71J back from C&W
4N1,7/12/2023,N6371J,71J back from C&W
4N1,7/11/2023,N476SP,Pattern with Justin Torres.
4N1,7/10/2023,N6371J,71J to C&away for autopilot look.
CDW,7/10/2023,N6371J,71J to C&away for autopilot look.
4N1,7/8/2023,N476SP,Stage 3 for Rob Perillo complete
BTV,7/5/2023,N6371J,VFR XC Burlington to home.
4N1,7/5/2023,N6371J,VFR XC Burlington to home.
CYHU,7/5/2023,N6371J,IFR XC St Hubert to Burlington for Customs
4N1,6/30/2023,N6371J,"IFP 4N1 to St Hubert, CA.  Montreal.  Smoke and Rain.  ILS24R."
CYHU,6/30/2023,N6371J,"IFP 4N1 to St Hubert, CA.  Montreal.  Smoke and Rain.  ILS24R."
CDW,6/28/2023,N6371J,Repositioning 71J with Aaron Mermelstein.
4N1,6/28/2023,N6371J,Repositioning 71J with Aaron Mermelstein.
4N1,6/25/2023,N6371J,To Caldwell for static check
CDW,6/25/2023,N6371J,To Caldwell for static check
4N1,6/20/2023,N316AS,Instrument Stage 2 with Rob McQuillan.  Pass.
N82,6/20/2023,N316AS,Instrument Stage 2 with Rob McQuillan.  Pass.
N89,6/20/2023,N316AS,Instrument Stage 2 with Rob McQuillan.  Pass.
N07,6/19/2023,N3565M,PA32 solo to 4N1
4N1,6/19/2023,N3565M,PA32 solo to 4N1
N79,6/19/2023,N3565M,PA32 with Kevin Morrison VFR XC
LNS,6/19/2023,N3565M,PA32 with Kevin Morrison.  VFR XC.
AOO,6/19/2023,N3565M,PA32 with Kevin Morrison.  VFR XC.
4N1,6/18/2023,N490SP,Intro flight Mike and Cible
4N1,6/13/2023,N3565M,"Checkout with Terry Devin in N3565M, a PA-32."
MSV,6/13/2023,N3565M,"Checkout with Terry Devin in N3565M, a PA-32."
MGJ,6/13/2023,N3565M,"Checkout with Terry Devin in N3565M, a PA-32."
N07,6/13/2023,N3565M,"Checkout with Terry Devin in N3565M, a PA-32."
HVN,6/10/2023,N6371J,USCGR to New Haven for Murdock's retirement and back
N07,6/10/2023,N6371J,USCGR to New Haven for Murdock's retirement and back
4N1,6/8/2023,N6371J,Reposition to Lincoln Park for Airshow
N07,6/8/2023,N6371J,Reposition to Lincoln Park for Airshow
BLM,6/2/2023,N6371J,Flight home from conference with Mari Ann Sudell
4N1,6/2/2023,N6371J,Flight home from conference with Mari Ann Sudell
4N1,5/31/2023,N375MT,Flight review for Matt Kiburz.  SR22T.
MGJ,5/31/2023,N375MT,Flight review for Matt Kiburz.  SR22T.
ACY,5/29/2023,N6371J,Home from ACY.  Skyline route.
4N1,5/29/2023,N6371J,Home from ACY.  Skyline route.
4N1,5/28/2023,N6371J,VFR to KACY for Blink-182 at the AdjACent festival. with Isabel
ACY,5/28/2023,N6371J,VFR to KACY for Blink-182 at the AdjACent festival. with Isabel
BTV,5/27/2023,N222R,N222R BE58 from KBTV to KCDW
CDW,5/27/2023,N222R,N222R BE58 from KBTV to KCDW
4N1,5/26/2023,N6371J,"2 approaches, 1 hold. Sheldon Teperman safety pilot."
MGJ,5/26/2023,N6371J,"2 approaches, 1 hold. Sheldon Teperman safety pilot."
4N1,5/22/2023,N490SP,Stage 2 - unsat - Mina Girgis
PVD,5/21/2023,N6371J,"VFR home from KPVD, USCGR"
4N1,5/21/2023,N6371J,"VFR home from KPVD, USCGR"
4N1,5/20/2023,N6371J,IFP to PVD.  USCGR Drill weekend
PVD,5/20/2023,N6371J,IFP to PVD.  USCGR Drill weekend
4N1,5/18/2023,N9563A,CFI Interview Flight - Robert
4N1,5/14/2023,N476SP,Robert Parillo stage 3 part 1.  All but landings.
4N1,5/13/2023,N657SP,Dual given for CFI Steven.
4N1,5/10/2023,N316AS,Stage 2 check for Damon Webler.  Satisfactory
GON,5/7/2023,N6781M,Home from KCDW. 2 search patterns
CDW,5/7/2023,N6781M,Home from KCDW. 2 search patterns
HYA,5/6/2023,N6371J,Home from Hyannis CCTI USCGR
4N1,5/6/2023,N6371J,Home from Hyannis CCTI USCGR
4N1,5/5/2023,N6371J,IFR to Hyannis.  Lots of IMC.  Ice at 7000.  Requested 5k.
HYA,5/5/2023,N6371J,IFR to Hyannis.  Lots of IMC.  Ice at 7000.  Requested 5k.
MIV,5/5/2023,N6371J,VFR home from School Security Seminar
4N1,5/4/2023,N316AS,Stage 1 check.  Satisfactory.
4N1,4/25/2023,N490SP,Instrument stage check 1 with Rob McQuillian.  Satisfactory.
4N1,4/24/2023,N657SP,Checkride prep with Ron
PVD,4/24/2023,N6371J,"USCGR home from KPVD.  Took off IMC 800 foot ceiling.  Cancelled IFR after an hour in VMC, VMC landing."
4N1,4/21/2023,N6371J,USCGR to PVD.  Needed an IFR clearance for ILS34.
PVD,4/21/2023,N6371J,USCGR to PVD.  Needed an IFR clearance for ILS34.
4N1,4/15/2023,N316AS,"Instrument Lesson with Sheldon.  IFP, IMC.  ILS, RNAV."
MMU,4/15/2023,N316AS,"Instrument Lesson with Sheldon.  IFP, IMC.  ILS, RNAV."
4N1,4/14/2023,N476SP,Victor Antipenko
4N1,4/13/2023,N490SP,Ryan De Bon Checkride prep
06N,4/13/2023,N490SP,Ryan De Bon Checkride prep
N40,4/12/2023,N6371J,Sky Acers to home
4N1,4/12/2023,N6371J,Sky Acers to home
VKX,4/12/2023,N6371J,IFP Potomac to Sky Acres.
4N1,4/11/2023,N6371J,IFP into FRZ for USCGR
VKX,4/11/2023,N6371J,IFP into FRZ for USCGR
N89,4/11/2023,N6371J,Pick up 71J from annual
HZL,4/10/2023,N657SP,Home from Hazelton
4N1,4/10/2023,N657SP,Home from Hazelton
MGJ,4/9/2023,N476SP,Checkride prep with Alex
4N1,4/9/2023,N476SP,Checkride prep with Alex
4N1,4/8/2023,N476SP,ILS and pattern work with Sheldon.
HZL,4/8/2023,N476SP,Flight home with Alex from HZL
FWN,4/8/2023,N476SP,Final stage check - Andreas Meyer
4N1,4/4/2023,N476SP,Stage 3 - Andreas Meyer
06N,4/4/2023,N476SP,Stage 3 - Andreas Meyer
4N1,3/27/2023,N6371J,To and from N89. Drop off w/Kate for annual.
N89,3/27/2023,N6371J,To and from N89. Drop off w/Kate for annual.
PVD,3/26/2023,N6371J,Brutal headwind home from KPVD.  USCGR weekend.
4N1,3/26/2023,N6371J,Brutal headwind home from KPVD.  USCGR weekend.
4N1,3/24/2023,N6371J,VFR XC solo to KPVD. To drill for USCGR
PVD,3/24/2023,N6371J,VFR XC solo to KPVD. To drill for USCGR
4N1,3/22/2023,N476SP,Stage 1 check with Mina Girgis - Sat.
4N1,3/18/2023,N2363S,Post op currency check for Dennis
4N1,3/16/2023,N476SP,Stage 1 check Mica - unsat
ISP,3/12/2023,N6371J,Home from ISP with Isa
4N1,3/12/2023,N6371J,Home from ISP with Isa
4N1,3/9/2023,N6371J,Night currency 5 T/O and Landings to full stop.
4N1,3/1/2023,N657SP,Stage check prep for Rob M.
4N1,2/27/2023,N172SP,"BATD at 4N1 KMGJ: ILS04, VOR8, hold at HUO KSWF: ILS09 4N1: RNAV24, RNAV06, hold at WEKAS"
MGJ,2/27/2023,N172SP,"BATD at 4N1 KMGJ: ILS04, VOR8, hold at HUO KSWF: ILS09 4N1: RNAV24, RNAV06, hold at WEKAS"
SWF,2/27/2023,N172SP,"BATD at 4N1 KMGJ: ILS04, VOR8, hold at HUO KSWF: ILS09 4N1: RNAV24, RNAV06, hold at WEKAS"
4N1,2/20/2023,N490SP,Stage 1 check for Ronald Castillo.
4N1,2/18/2023,N657SP,Check Ride Prep for Andrew Tolkar.
12N,2/18/2023,N657SP,Check Ride Prep for Andrew Tolkar.
4N1,2/12/2023,N316AS,Stage 1 Instrument Check for Brenton VanBeke
4N1,2/11/2023,N6371J,Flight After fuel maintain w/Isa
4N1,1/29/2023,N476SP,Check ride prep with Alex Spitzer
12N,1/29/2023,N476SP,Check ride prep with Alex Spitzer
N05,1/29/2023,N476SP,Check ride prep with Alex Spitzer
MMU,1/29/2023,N476SP,Check ride prep with Alex Spitzer
FWN,1/29/2023,N476SP,Stage 3 check.  Andrew Tolkar.
4N1,1/28/2023,N657SP,Stage 2 check for Robert McQuillan
1B1,1/28/2023,N657SP,Stage 2 check for Robert McQuillan
FWN,1/28/2023,N657SP,Stage 3 check for Kevin Morrison.
UUU,1/21/2023,N6371J,Home from Castle Hill.
4N1,1/21/2023,N6371J,Home from Castle Hill.
4N1,1/16/2023,N316AS,Currency and C172 checkout for Matt Kiburz
MGJ,1/16/2023,N316AS,Currency and C172 checkout for Matt Kiburz
4N1,1/8/2023,N6371J,N6371J flight.   Night currency.
MGJ,1/8/2023,N6371J,N6371J flight.   Night currency.
LEE,1/7/2023,N365C,"ASES Commercial Checkride, Satisfactory.  SunAir. Rob Galloway, 999996151DPE, Exp 03/23."
LEE,1/6/2023,N365C,CSES training with Mercer Lee
