SITE_NO,airport_id,name,CITY,state,STATE_NAME,lat,long,latitude,longitude,ELEV,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,towered_status,airspace_b
20787,LHV,WILLIAM T PIPER MEML,LOCK HAVEN,PA,PENNSYLVANIA,41.13577777,-77.42230555,41.13577777,-77.42230555,555.5,PU,PU,Non-towered,
20893,GKJ,PORT MEADVILLE,MEADVILLE,PA,PENNSYLVANIA,41.62652777,-80.21472222,41.62652777,-80.21472222,1399.4,PU,PU,Non-towered,
20928.12,P34,MIFFLINTOWN,MIFFLINTOWN,PA,PENNSYLVANIA,40.59894444,-77.40566666,40.59894444,-77.40566666,545,PR,PU,Non-towered,
20962,FWQ,ROSTRAVER,MONONGAHELA,PA,PENNSYLVANIA,40.20972222,-79.83144444,40.20972222,-79.83144444,1228.2,PU,PU,Non-towered,
20993,N71,DONEGAL SPRINGS AIRPARK,MOUNT JOY/MARIETTA,PA,PENNSYLVANIA,40.09220666,-76.57435527,40.09220666,-76.57435527,458,PR,PU,Non-towered,
20999.01,P99,W P H S,MOUNT PLEASANT,PA,PENNSYLVANIA,40.10810555,-79.54794166,40.10810555,-79.54794166,1090,PR,PU,Non-towered,
21002,MPO,POCONO MOUNTAINS RGNL,MOUNT POCONO,PA,PENNSYLVANIA,41.13769444,-75.38005555,41.13769444,-75.38005555,1915.2,PU,PU,Non-towered,
21014.03,9D4,DECK,MYERSTOWN,PA,PENNSYLVANIA,40.35212777,-76.32964444,40.35212777,-76.32964444,523.3,PR,PU,Non-towered,
21029,UCP,NEW CASTLE MUNI,NEW CASTLE,PA,PENNSYLVANIA,41.02533305,-80.41336277,41.02533305,-80.41336277,1072.3,PU,PU,Non-towered,
21176,58N,REIGLE FLD,PALMYRA,PA,PENNSYLVANIA,40.28676666,-76.5769875,40.28676666,-76.5769875,489,PR,PU,Non-towered,
21201.3,CKZ,PENNRIDGE,PERKASIE,PA,PENNSYLVANIA,40.38919444,-75.29047222,40.38919444,-75.29047222,567.6,PR,PU,Non-towered,
21221,PNE,NORTHEAST PHILADELPHIA,PHILADELPHIA,PA,PENNSYLVANIA,40.08193833,-75.01057777,40.08193833,-75.01057777,119.8,PU,PU,Towered,
21217,PHL,PHILADELPHIA INTL,PHILADELPHIA,PA,PENNSYLVANIA,39.87208388,-75.24066305,39.87208388,-75.24066305,35.9,PU,PU,Towered,1
21211,LOM,WINGS FLD,PHILADELPHIA,PA,PENNSYLVANIA,40.13755555,-75.26513888,40.13755555,-75.26513888,301.5,PR,PU,Non-towered,
21233,PSB,MID-STATE,PHILIPSBURG,PA,PENNSYLVANIA,40.88439138,-78.08734166,40.88439138,-78.08734166,1948,PU,PU,Non-towered,
21251,AGC,ALLEGHENY COUNTY,PITTSBURGH,PA,PENNSYLVANIA,40.35443763,-79.92904666,40.35443763,-79.92904666,1251.5,PU,PU,Towered,
21252,PIT,PITTSBURGH INTL,PITTSBURGH,PA,PENNSYLVANIA,40.49141666,-80.23269444,40.49141666,-80.23269444,1202.9,PU,PU,Towered,1
21293,PTW,HERITAGE FLD,POTTSTOWN,PA,PENNSYLVANIA,40.23955555,-75.55672222,40.23955555,-75.55672222,308.2,PR,PU,Non-towered,
21292,N47,POTTSTOWN MUNI,POTTSTOWN,PA,PENNSYLVANIA,40.26041666,-75.67083333,40.26041666,-75.67083333,255.6,PU,PU,Non-towered,
21300,ZER,SCHUYLKILL COUNTY/JOE ZERBEY,POTTSVILLE,PA,PENNSYLVANIA,40.70675083,-76.37375027,40.70675083,-76.37375027,1729.8,PU,PU,Non-towered,
21305,N35,PUNXSUTAWNEY MUNI,PUNXSUTAWNEY,PA,PENNSYLVANIA,40.96683666,-78.92990444,40.96683666,-78.92990444,1444.8,PU,PU,Non-towered,
21308,UKT,QUAKERTOWN,QUAKERTOWN,PA,PENNSYLVANIA,40.43513888,-75.38194444,40.43513888,-75.38194444,525.1,PU,PU,Non-towered,
21329,RDG,READING RGNL/CARL A SPAATZ FLD,READING,PA,PENNSYLVANIA,40.37849861,-75.96524722,40.37849861,-75.96524722,343.4,PU,PU,Towered,
21335.1,RVL,MIFFLIN COUNTY,REEDSVILLE,PA,PENNSYLVANIA,40.67738888,-77.62683333,40.67738888,-77.62683333,818.8,PU,PU,Non-towered,
21439,SEG,PENN VALLEY,SELINSGROVE,PA,PENNSYLVANIA,40.82123472,-76.86417222,40.82123472,-76.86417222,463.5,PU,PU,Non-towered,
21474.1,N79,NORTHUMBERLAND COUNTY,SHAMOKIN,PA,PENNSYLVANIA,40.83691666,-76.55244444,40.83691666,-76.55244444,880.6,PU,PU,Non-towered,
21483,69N,SLATINGTON,SLATINGTON,PA,PENNSYLVANIA,40.76359405,-75.60485241,40.76359405,-75.60485241,380,PR,PU,Non-towered,
21487,S37,SMOKETOWN,SMOKETOWN,PA,PENNSYLVANIA,40.04159305,-76.20189583,40.04159305,-76.20189583,370,PR,PU,Non-towered,
21497,2G9,SOMERSET COUNTY,SOMERSET,PA,PENNSYLVANIA,40.03850313,-79.01529641,40.03850313,-79.01529641,2275,PU,PU,Non-towered,
21393,OYM,ST MARYS MUNI,ST MARYS,PA,PENNSYLVANIA,41.41247777,-78.50263138,41.41247777,-78.50263138,1934.3,PU,PU,Non-towered,
21545.1,UNV,STATE COLLEGE RGNL,STATE COLLEGE,PA,PENNSYLVANIA,40.85,-77.84758333,40.85,-77.84758333,1231.3,PU,PU,Towered,
21601,6G1,TITUSVILLE,TITUSVILLE,PA,PENNSYLVANIA,41.60880555,-79.74133333,41.60880555,-79.74133333,1599.9,PU,PU,Non-towered,
21607,N57,NEW GARDEN,TOUGHKENAMON,PA,PENNSYLVANIA,39.8305125,-75.76975361,39.8305125,-75.76975361,435.2,PU,PU,Non-towered,
21608,N27,BRADFORD COUNTY,TOWANDA,PA,PENNSYLVANIA,41.74,-76.44713888,41.74,-76.44713888,730.3,PU,PU,Non-towered,
21614,74N,BENDIGO,TOWER CITY,PA,PENNSYLVANIA,40.55899583,-76.5597125,40.55899583,-76.5597125,790.6,PR,PU,Non-towered,
21640,76N,SKYHAVEN,TUNKHANNOCK,PA,PENNSYLVANIA,41.52816388,-75.94588055,41.52816388,-75.94588055,639,PR,PU,Non-towered,
21682,AFJ,WASHINGTON COUNTY,WASHINGTON,PA,PENNSYLVANIA,40.13647222,-80.29019444,40.13647222,-80.29019444,1183.9,PU,PU,Non-towered,
21694,WAY,GREENE COUNTY,WAYNESBURG,PA,PENNSYLVANIA,39.90113888,-80.13069444,39.90113888,-80.13069444,1068.6,PU,PU,Non-towered,
21716,N38,GRAND CANYON RGNL,WELLSBORO,PA,PENNSYLVANIA,41.72798938,-77.39543752,41.72798938,-77.39543752,1891.5,PU,PU,Non-towered,
21730,OQN,BRANDYWINE RGNL,WEST CHESTER,PA,PENNSYLVANIA,39.99011722,-75.58190194,39.99011722,-75.58190194,464.6,PR,PU,Non-towered,
21782,WBW,WILKES-BARRE WYOMING VALLEY,WILKES-BARRE,PA,PENNSYLVANIA,41.2973075,-75.85224333,41.2973075,-75.85224333,543.8,PU,PU,Non-towered,
21781,AVP,WILKES-BARRE/SCRANTON INTL,WILKES-BARRE/SCRANTON,PA,PENNSYLVANIA,41.33847222,-75.72338888,41.33847222,-75.72338888,961.7,PU,PU,Towered,
21791,IPT,WILLIAMSPORT RGNL,WILLIAMSPORT,PA,PENNSYLVANIA,41.24166666,-76.92180555,41.24166666,-76.92180555,528.1,PU,PU,Towered,
21834,THV,YORK,YORK,PA,PENNSYLVANIA,39.917,-76.87302777,39.917,-76.87302777,494.7,PR,PU,Non-towered,
21845,PJC,ZELIENOPLE MUNI,ZELIENOPLE,PA,PENNSYLVANIA,40.80270305,-80.16109972,40.80270305,-80.16109972,907,PU,PU,Non-towered,
21888,BID,BLOCK ISLAND STATE,BLOCK ISLAND,RI,RHODE ISLAND,41.16811111,-71.57783333,41.16811111,-71.57783333,107.9,PU,PU,Non-towered,
21979.1,UUU,NEWPORT STATE,NEWPORT,RI,RHODE ISLAND,41.53243975,-71.28154394,41.53243975,-71.28154394,171.8,PU,PU,Non-towered,
21990,OQU,QUONSET STATE,NORTH KINGSTOWN,RI,RHODE ISLAND,41.59713888,-71.41213888,41.59713888,-71.41213888,18.3,PU,PU,Towered,
22000,SFZ,NORTH CENTRAL STATE,PAWTUCKET,RI,RHODE ISLAND,41.92075,-71.49141666,41.92075,-71.49141666,440.5,PU,PU,Non-towered,
22024,PVD,RHODE ISLAND TF GREEN INTL,PROVIDENCE,RI,RHODE ISLAND,41.72233333,-71.42772222,41.72233333,-71.42772222,54,PU,PU,Towered,
22077,08R,RICHMOND,WEST KINGSTON,RI,RHODE ISLAND,41.4895,-71.62063888,41.4895,-71.62063888,130.4,PR,PU,Non-towered,
22075,WST,WESTERLY STATE,WESTERLY,RI,RHODE ISLAND,41.34963297,-71.80341683,41.34963297,-71.80341683,81.1,PU,PU,Non-towered,
22097,AIK,AIKEN RGNL,AIKEN,SC,SOUTH CAROLINA,33.64938888,-81.68502777,33.64938888,-81.68502777,528.5,PU,PU,Non-towered,
22099.1,AQX,ALLENDALE COUNTY,ALLENDALE,SC,SOUTH CAROLINA,32.99511166,-81.27023666,32.99511166,-81.27023666,161.8,PU,PU,Non-towered,
22102,AND,ANDERSON RGNL,ANDERSON,SC,SOUTH CAROLINA,34.49458666,-82.70938138,34.49458666,-82.70938138,781.9,PU,PU,Non-towered,
22105.1,PHH,ROBERT F SWINNIE,ANDREWS,SC,SOUTH CAROLINA,33.45169972,-79.52617666,33.45169972,-79.52617666,26.4,PU,PU,Non-towered,
22108.2,99N,BAMBERG COUNTY,BAMBERG,SC,SOUTH CAROLINA,33.30452777,-81.10841666,33.30452777,-81.10841666,231,PU,PU,Non-towered,
22111,BNL,BARNWELL RGNL,BARNWELL,SC,SOUTH CAROLINA,33.25766775,-81.38821894,33.25766775,-81.38821894,246.3,PU,PU,Non-towered,
22123.1,ARW,BEAUFORT EXEC,BEAUFORT,SC,SOUTH CAROLINA,32.41216666,-80.63435416,32.41216666,-80.63435416,9,PU,PU,Non-towered,
22129.1,BBP,MARLBORO COUNTY JETPORT/H E AVENT FLD,BENNETTSVILLE,SC,SOUTH CAROLINA,34.62170861,-79.73435944,34.62170861,-79.73435944,146.8,PU,PU,Non-towered,
22137,52J,LEE COUNTY/BUTTERS FLD,BISHOPVILLE,SC,SOUTH CAROLINA,34.244485,-80.23603361,34.244485,-80.23603361,211,PU,PU,Non-towered,
22162,CDN,WOODWARD FLD,CAMDEN,SC,SOUTH CAROLINA,34.28359277,-80.56485527,34.28359277,-80.56485527,302.5,PU,PU,Non-towered,
22174,CHS,CHARLESTON AFB/INTL,CHARLESTON,SC,SOUTH CAROLINA,32.89863888,-80.04052777,32.89863888,-80.04052777,46,MA,PU,Towered,
22173,JZI,CHARLESTON EXEC,CHARLESTON,SC,SOUTH CAROLINA,32.70102777,-80.00325,32.70102777,-80.00325,18.6,PU,PU,Non-towered,
22183,CQW,CHERAW MUNI/LYNCH BELLINGER FLD,CHERAW,SC,SOUTH CAROLINA,34.71286111,-79.957,34.71286111,-79.957,238.7,PU,PU,Non-towered,
22190,DCM,CHESTER CATAWBA RGNL,CHESTER,SC,SOUTH CAROLINA,34.78933333,-81.19577777,34.78933333,-81.19577777,656.6,PU,PU,Non-towered,
22200,CEU,OCONEE COUNTY RGNL,CLEMSON,SC,SOUTH CAROLINA,34.67222694,-82.88589666,34.67222694,-82.88589666,890.6,PU,PU,Non-towered,
22209,CAE,COLUMBIA METRO,COLUMBIA,SC,SOUTH CAROLINA,33.93883805,-81.11953555,33.93883805,-81.11953555,235.9,PU,PU,Towered,
22210,CUB,JIM HAMILTON L B OWENS,COLUMBIA,SC,SOUTH CAROLINA,33.97047222,-80.99525,33.97047222,-80.99525,193.4,PU,PU,Non-towered,
22224.2,HYW,CONWAY-HORRY COUNTY,CONWAY,SC,SOUTH CAROLINA,33.8284875,-79.12217633,33.8284875,-79.12217633,34.8,PU,PU,Non-towered,
22232,UDG,DARLINGTON COUNTY,DARLINGTON,SC,SOUTH CAROLINA,34.44748888,-79.88642416,34.44748888,-79.88642416,192.2,PU,PU,Non-towered,
22239,DLC,DILLON COUNTY,DILLON,SC,SOUTH CAROLINA,34.44905555,-79.36858333,34.44905555,-79.36858333,133.1,PU,PU,Non-towered,
22276,FLO,FLORENCE RGNL,FLORENCE,SC,SOUTH CAROLINA,34.18536333,-79.72388305,34.18536333,-79.72388305,146.6,PU,PU,Towered,
22292,GGE,GEORGETOWN COUNTY,GEORGETOWN,SC,SOUTH CAROLINA,33.31141666,-79.32030555,33.31141666,-79.32030555,39.5,PU,PU,Non-towered,
22300,S17,TWIN LAKES,GRANITEVILLE,SC,SOUTH CAROLINA,33.64569138,-81.86705638,33.64569138,-81.86705638,540,PR,PU,Non-towered,
22310,GYH,DONALDSON FLD,GREENVILLE,SC,SOUTH CAROLINA,34.75831277,-82.37641388,34.75831277,-82.37641388,955.9,PU,PU,Towered,
22309,GMU,GREENVILLE DOWNTOWN,GREENVILLE,SC,SOUTH CAROLINA,34.84793166,-82.34999805,34.84793166,-82.34999805,1048,PU,PU,Towered,
22313,GRD,GREENWOOD COUNTY,GREENWOOD,SC,SOUTH CAROLINA,34.25039375,-82.15780933,34.25039375,-82.15780933,631.2,PU,PU,Non-towered,
22316.1,GSP,GREENVILLE SPARTANBURG INTL,GREER,SC,SOUTH CAROLINA,34.89567111,-82.21885944,34.89567111,-82.21885944,963.6,PU,PU,Towered,
22321,3J0,HAMPTON COUNTY,HAMPTON,SC,SOUTH CAROLINA,32.86651111,-81.08097027,32.86651111,-81.08097027,112.1,PU,PU,Non-towered,
22324.1,HVS,HARTSVILLE RGNL,HARTSVILLE,SC,SOUTH CAROLINA,34.40308333,-80.11922222,34.40308333,-80.11922222,363.5,PU,PU,Non-towered,
22328.51,HXD,HILTON HEAD,HILTON HEAD ISLAND,SC,SOUTH CAROLINA,32.224495,-80.69740083,32.224495,-80.69740083,19.3,PU,PU,Towered,
22360.3,CKI,WILLIAMSBURG RGNL,KINGSTREE,SC,SOUTH CAROLINA,33.71722222,-79.85697222,33.71722222,-79.85697222,66.5,PU,PU,Non-towered,
22362,51J,LAKE CITY MUNI CJ EVANS FLD,LAKE CITY,SC,SOUTH CAROLINA,33.85358055,-79.76811888,33.85358055,-79.76811888,80.2,PU,PU,Non-towered,
22366,T73,KIRK AIR BASE,LANCASTER,SC,SOUTH CAROLINA,34.67431694,-80.68229083,34.67431694,-80.68229083,578,PR,PU,Non-towered,
22366.1,LKR,LANCASTER COUNTY-MC WHIRTER FLD,LANCASTER,SC,SOUTH CAROLINA,34.72290438,-80.85459008,34.72290438,-80.85459008,485.9,PU,PU,Non-towered,
22370,33A,FAIRVIEW,LANDRUM,SC,SOUTH CAROLINA,35.15733333,-82.12375,35.15733333,-82.12375,1046,PR,PU,Non-towered,
22384.1,LUX,LAURENS COUNTY,LAURENS,SC,SOUTH CAROLINA,34.50711111,-81.94694444,34.50711111,-81.94694444,697.6,PU,PU,Non-towered,
22399,5J9,TWIN CITY,LORIS,SC,SOUTH CAROLINA,34.08841666,-78.86491666,34.08841666,-78.86491666,99.3,PU,PU,Non-towered,
22419.2,MNI,SANTEE COOPER RGNL,MANNING,SC,SOUTH CAROLINA,33.58710055,-80.20867,33.58710055,-80.20867,102.7,PU,PU,Non-towered,
22424,MAO,MARION COUNTY,MARION,SC,SOUTH CAROLINA,34.18116611,-79.33471972,34.18116611,-79.33471972,92.7,PU,PU,Non-towered,
22410,S19,MC CORMICK COUNTY,MC CORMICK,SC,SOUTH CAROLINA,33.90809694,-82.26693,33.90809694,-82.26693,459.4,PU,PU,Non-towered,
22432,MKS,BERKELEY COUNTY,MONCKS CORNER,SC,SOUTH CAROLINA,33.18483694,-80.03697638,33.18483694,-80.03697638,74,PU,PU,Non-towered,
22436.1,LRO,MT PLEASANT RGNL-FAISON FLD,MOUNT PLEASANT,SC,SOUTH CAROLINA,32.89783333,-79.78286111,32.89783333,-79.78286111,11.6,PU,PU,Non-towered,
22444,MYR,MYRTLE BEACH INTL,MYRTLE BEACH,SC,SOUTH CAROLINA,33.67974111,-78.92832138,33.67974111,-78.92832138,25,PU,PU,Towered,
22453,EOE,NEWBERRY COUNTY,NEWBERRY,SC,SOUTH CAROLINA,34.30933333,-81.64066666,34.30933333,-81.64066666,570.1,PU,PU,Non-towered,
22466,CRE,GRAND STRAND,NORTH MYRTLE BEACH,SC,SOUTH CAROLINA,33.81175,-78.72394444,33.81175,-78.72394444,31.6,PU,PU,Towered,
22468,OGB,ORANGEBURG MUNI,ORANGEBURG,SC,SOUTH CAROLINA,33.4569178,-80.85940666,33.4569178,-80.85940666,195.4,PU,PU,Non-towered,
22471.1,PYG,PAGELAND,PAGELAND,SC,SOUTH CAROLINA,34.74213888,-80.34519444,34.74213888,-80.34519444,574.9,PU,PU,Non-towered,
22476.12,6J0,LEXINGTON COUNTY,PELION,SC,SOUTH CAROLINA,33.79463888,-81.24586111,33.79463888,-81.24586111,451.7,PU,PU,Non-towered,
22483.1,LQK,PICKENS COUNTY,PICKENS,SC,SOUTH CAROLINA,34.80997222,-82.70288888,34.80997222,-82.70288888,1013.4,PU,PU,Non-towered,
22500,3J1,RIDGELAND-CLAUDE DEAN,RIDGELAND,SC,SOUTH CAROLINA,32.49685055,-80.99314888,32.49685055,-80.99314888,84.8,PU,PU,Non-towered,
22505,UZA,ROCK HILL/YORK COUNTY/BRYANT FLD,ROCK HILL,SC,SOUTH CAROLINA,34.98783333,-81.05716666,34.98783333,-81.05716666,666.3,PU,PU,Non-towered,
22521.1,6J4,SALUDA COUNTY,SALUDA,SC,SOUTH CAROLINA,33.92679305,-81.79462777,33.92679305,-81.79462777,539.2,PU,PU,Non-towered,
22531,SPA,SPARTANBURG DOWNTOWN MEML/SIMPSON FLD,SPARTANBURG,SC,SOUTH CAROLINA,34.91640527,-81.95577083,34.91640527,-81.95577083,802,PU,PU,Non-towered,
22510.1,6J2,ST GEORGE,ST GEORGE,SC,SOUTH CAROLINA,33.1955,-80.50847222,33.1955,-80.50847222,84.8,PU,PU,Non-towered,
22536.21,DYB,SUMMERVILLE,SUMMERVILLE,SC,SOUTH CAROLINA,33.06227777,-80.28091666,33.06227777,-80.28091666,55.8,PU,PU,Non-towered,
22539,SMS,SUMTER,SUMTER,SC,SOUTH CAROLINA,33.99502555,-80.36132888,33.99502555,-80.36132888,182.1,PU,PU,Non-towered,
22555,35A,"UNION COUNTY, TROY SHELTON FLD",UNION,SC,SOUTH CAROLINA,34.68694916,-81.64116444,34.68694916,-81.64116444,609.9,PU,PU,Non-towered,
22557,RBW,LOWCOUNTRY RGNL,WALTERBORO,SC,SOUTH CAROLINA,32.92104055,-80.64058972,32.92104055,-80.64058972,100.9,PU,PU,Non-towered,
22577.01,FDW,FAIRFIELD COUNTY,WINNSBORO,SC,SOUTH CAROLINA,34.31572222,-81.10855555,34.31572222,-81.10855555,577.5,PU,PU,Non-towered,
22603,ABR,ABERDEEN RGNL,ABERDEEN,SD,SOUTH DAKOTA,45.44679805,-98.42244083,45.44679805,-98.42244083,1301.9,PU,PU,Non-towered,
22614.01,EFC,BELLE FOURCHE MUNI,BELLE FOURCHE,SD,SOUTH DAKOTA,44.73457166,-103.8618092,44.73457166,-103.8618092,3190.6,PU,PU,Non-towered,
22621.1,6V5,BISON MUNI,BISON,SD,SOUTH DAKOTA,45.51833333,-102.4678333,45.51833333,-102.4678333,2791,PU,PU,Non-towered,
22629.8,BTN,BRITTON MUNI,BRITTON,SD,SOUTH DAKOTA,45.81502777,-97.74280555,45.81502777,-97.74280555,1318.4,PU,PU,Non-towered,
22631,BKX,BROOKINGS RGNL,BROOKINGS,SD,SOUTH DAKOTA,44.30452777,-96.81891666,44.30452777,-96.81891666,1647.5,PU,PU,Non-towered,
22632,9D2,HARDING COUNTY,BUFFALO,SD,SOUTH DAKOTA,45.57955497,-103.5289102,45.57955497,-103.5289102,2891,PU,PU,Non-towered,
22633.81,7G9,CANTON MUNI,CANTON,SD,SOUTH DAKOTA,43.309,-96.57121666,43.309,-96.57121666,1290,PU,PU,Non-towered,
22641.02,9V9,CHAMBERLAIN MUNI,CHAMBERLAIN,SD,SOUTH DAKOTA,43.76613708,-99.32122919,43.76613708,-99.32122919,1696.3,PU,PU,Non-towered,
22646,8D7,CLARK COUNTY,CLARK,SD,SOUTH DAKOTA,44.89503166,-97.71047916,44.89503166,-97.71047916,1793.2,PU,PU,Non-towered,
22651.1,CUT,CUSTER COUNTY,CUSTER,SD,SOUTH DAKOTA,43.73366055,-103.6194983,43.73366055,-103.6194983,5619.7,PU,PU,Non-towered,
22656.1,6.00E+05,WILDER,DESMET,SD,SOUTH DAKOTA,44.4330475,-97.55816,44.4330475,-97.55816,1730.4,PU,PU,Non-towered,
22665.01,84D,CHEYENNE EAGLE BUTTE,EAGLE BUTTE,SD,SOUTH DAKOTA,44.98437805,-101.2510447,44.98437805,-101.2510447,2448.8,PU,PU,Non-towered,
22666,6V0,EDGEMONT MUNI,EDGEMONT,SD,SOUTH DAKOTA,43.295,-103.8429806,43.295,-103.8429806,3593.6,PU,PU,Non-towered,
22673,3W8,EUREKA MUNI,EUREKA,SD,SOUTH DAKOTA,45.79999072,-99.64272,45.79999072,-99.64272,1935,PU,PU,Non-towered,
22674.72,D07,FAITH MUNI,FAITH,SD,SOUTH DAKOTA,45.03516527,-102.0206847,45.03516527,-102.0206847,2584.3,PU,PU,Non-towered,
22675.1,3FU,FAULKTON MUNI,FAULKTON,SD,SOUTH DAKOTA,45.03067361,-99.11287222,45.03067361,-99.11287222,1571,PU,PU,Non-towered,
22682,4P3,FLANDREAU MUNI,FLANDREAU,SD,SOUTH DAKOTA,44.004055,-96.59317388,44.004055,-96.59317388,1645.2,PU,PU,Non-towered,
22686.8,0D8,GETTYSBURG MUNI,GETTYSBURG,SD,SOUTH DAKOTA,44.98661111,-99.95288888,44.98661111,-99.95288888,2061.8,PU,PU,Non-towered,
22688,9D1,GREGORY MUNI/FLYNN FLD,GREGORY,SD,SOUTH DAKOTA,43.22178019,-99.40342286,43.22178019,-99.40342286,2174.5,PU,PU,Non-towered,
22694,9D0,HIGHMORE MUNI,HIGHMORE,SD,SOUTH DAKOTA,44.54076713,-99.45101227,44.54076713,-99.45101227,1854.3,PU,PU,Non-towered,
22697,HSR,HOT SPRINGS MUNI,HOT SPRINGS,SD,SOUTH DAKOTA,43.36830555,-103.3882778,43.36830555,-103.3882778,3150.2,PU,PU,Non-towered,
22698,9F8,HOVEN MUNI,HOVEN,SD,SOUTH DAKOTA,45.25755944,-99.79783916,45.25755944,-99.79783916,1885.4,PU,PU,Non-towered,
22702,HON,HURON RGNL,HURON,SD,SOUTH DAKOTA,44.38519444,-98.22855555,44.38519444,-98.22855555,1288.7,PU,PU,Non-towered,
22721,LEM,LEMMON MUNI,LEMMON,SD,SOUTH DAKOTA,45.91838052,-102.1055364,45.91838052,-102.1055364,2572.8,PU,PU,Non-towered,
22727.1,MDS,MADISON MUNI,MADISON,SD,SOUTH DAKOTA,44.01641666,-97.08561111,44.01641666,-97.08561111,1718.4,PU,PU,Non-towered,
22729.2,9V6,MARTIN MUNI,MARTIN,SD,SOUTH DAKOTA,43.16564944,-101.7126981,43.16564944,-101.7126981,3294.5,PU,PU,Non-towered,
22725.55,5P2,MC LAUGHLIN MUNI,MC LAUGHLIN,SD,SOUTH DAKOTA,45.7968175,-100.7842578,45.7968175,-100.7842578,2008,PU,PU,Non-towered,
22736,1D1,MILBANK MUNI,MILBANK,SD,SOUTH DAKOTA,45.2305,-96.56608333,45.2305,-96.56608333,1117.8,PU,PU,Non-towered,
22737,MKA,MILLER MUNI,MILLER,SD,SOUTH DAKOTA,44.52523888,-98.95807916,44.52523888,-98.95807916,1569.6,PU,PU,Non-towered,
22741,MHE,MITCHELL MUNI,MITCHELL,SD,SOUTH DAKOTA,43.77482194,-98.03861527,43.77482194,-98.03861527,1304.4,PU,PU,Non-towered,
22744.1,MBG,MOBRIDGE MUNI,MOBRIDGE,SD,SOUTH DAKOTA,45.54628361,-100.4062703,45.54628361,-100.4062703,1716.1,PU,PU,Non-towered,
22748.1,8F6,MURDO MUNI,MURDO,SD,SOUTH DAKOTA,43.85213888,-100.7128056,43.85213888,-100.7128056,2270.1,PU,PU,Non-towered,
22750.5,7K7,GRAHAM FLD,NORTH SIOUX CITY,SD,SOUTH DAKOTA,42.54078611,-96.48551111,42.54078611,-96.48551111,1109,PR,PU,Non-towered,
22753.6,98D,ONIDA MUNI,ONIDA,SD,SOUTH DAKOTA,44.7005,-100.1014167,44.7005,-100.1014167,1884.8,PU,PU,Non-towered,
22754.21,8V3,PARKSTON MUNI,PARKSTON,SD,SOUTH DAKOTA,43.37740838,-97.98971075,43.37740838,-97.98971075,1418.3,PU,PU,Non-towered,
22759,PHP,PHILIP,PHILIP,SD,SOUTH DAKOTA,44.04873063,-101.5988405,44.04873063,-101.5988405,2209.2,PU,PU,Non-towered,
22762,PIR,PIERRE RGNL,PIERRE,SD,SOUTH DAKOTA,44.38268694,-100.2859753,44.38268694,-100.2859753,1744.3,PU,PU,Non-towered,
22764,IEN,PINE RIDGE,PINE RIDGE,SD,SOUTH DAKOTA,43.02127372,-102.5066064,43.02127372,-102.5066064,3332.5,PU,PU,Non-towered,
22765.1,1D3,PLATTE MUNI,PLATTE,SD,SOUTH DAKOTA,43.40471525,-98.83049091,43.40471525,-98.83049091,1618,PU,PU,Non-towered,
22776,RAP,RAPID CITY RGNL,RAPID CITY,SD,SOUTH DAKOTA,44.04533333,-103.0573611,44.04533333,-103.0573611,3203.5,PU,PU,Towered,
22778,1D8,REDFIELD MUNI,REDFIELD,SD,SOUTH DAKOTA,44.85656722,-98.53122833,44.85656722,-98.53122833,1308.5,PU,PU,Non-towered,
22784.4,SUO,ROSEBUD SIOUX TRIBAL,ROSEBUD,SD,SOUTH DAKOTA,43.25845722,-100.8594936,43.25845722,-100.8594936,2724,PU,PU,Non-towered,
22789,FSD,JOE FOSS FLD,SIOUX FALLS,SD,SOUTH DAKOTA,43.58201805,-96.74192527,43.58201805,-96.74192527,1430,PU,PU,Towered,
22794,8D3,SISSETON MUNI,SISSETON,SD,SOUTH DAKOTA,45.6695275,-96.99358555,45.6695275,-96.99358555,1162.2,PU,PU,Non-towered,
22798,SPF,BLACK HILLS-CLYDE ICE FLD,SPEARFISH,SD,SOUTH DAKOTA,44.48105555,-103.786,44.48105555,-103.786,3933.1,PU,PU,Non-towered,
22799.5,Y03,SPRINGFIELD MUNI,SPRINGFIELD,SD,SOUTH DAKOTA,42.88112008,-97.9016255,42.88112008,-97.9016255,1324,PU,PU,Non-towered,
22808.2,49B,STURGIS MUNI,STURGIS,SD,SOUTH DAKOTA,44.41867697,-103.3777239,44.41867697,-103.3777239,3254.9,PU,PU,Non-towered,
22810,Y14,MARV SKIE-LINCOLN COUNTY,TEA,SD,SOUTH DAKOTA,43.45490194,-96.8013125,43.45490194,-96.8013125,1511.4,PU,PU,Non-towered,
22813.1,VMR,HAROLD DAVIDSON FLD,VERMILLION,SD,SOUTH DAKOTA,42.76527777,-96.93425,42.76527777,-96.93425,1146.7,PU,PU,Non-towered,
22815,AGZ,WAGNER MUNI,WAGNER,SD,SOUTH DAKOTA,43.06416613,-98.29638208,43.06416613,-98.29638208,1477.5,PU,PU,Non-towered,
22817,6V4,WALL MUNI,WALL,SD,SOUTH DAKOTA,43.99922222,-102.2535,43.99922222,-102.2535,2812.7,PU,PU,Non-towered,
22822,ATY,WATERTOWN RGNL,WATERTOWN,SD,SOUTH DAKOTA,44.91397222,-97.15472222,44.91397222,-97.15472222,1749.3,PU,PU,Non-towered,
